ruleset_name;ruleset_description;ruleset_scope;ruleset_enabled;rule_description;rule_enabled;unscoped_consumers;consumer_all_workloads;consumer_labels;consumer_label_groups;consumer_iplists;consumer_user_groups;consumer_workloads;consumer_virtual_services;consumer_use_workload_subnets;provider_all_workloads;provider_labels;provider_label_groups;provider_iplists;provider_workloads;provider_virtual_services;provider_virtual_servers;provider_use_workload_subnets;services;consumer_resolve_labels_as;provider_resolve_labels_as;machine_auth_enabled;secure_connect_enabled;stateless_enabled;network_type;ruleset_href;rule_href;update_type;Column1
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=QUALYS SCAN
SERVICE NAME=Qualys Cloud
Unity Reference : 730021559";TRUE;FALSE;FALSE;;;CSD_SEC_GTFRI.QUALYSCAN-IPL;;;;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX";APPGROUP_L1.GTE-LGA;;;;;FALSE;All Services;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/97936;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
SERVICE= OS Configuration

OS-CONFIGURATION FOR WINDOWS";TRUE;FALSE;FALSE;"app:APA_OSC_296077;env:PRD";;;;;;FALSE;FALSE;OS:WINDOWS;"REGION.EUR-LGL;APPGROUP_L1.GTE-LGA";Any (0.0.0.0/0 and ::/0);;;;FALSE;5986 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/96053;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
SERVICE= OS Configuration

OS-CONFIGURATION FOR LINUX";TRUE;FALSE;FALSE;"app:APA_OSC_296077;env:PRD";;;;;;FALSE;FALSE;OS:LINUX;"REGION.EUR-LGL;APPGROUP_L1.GTE-LGA";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/96051;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Security
Service= CyberArk

CYBERARK PASSWORD ROTATION
OS : WINDOWS";TRUE;FALSE;FALSE;"app:CSM_RBD_CYBERARK.PREMIUM.SABA.GTS;env:PRD;role:CPM";;;;;;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"3389 TCP;33089 TCP;445 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/95742;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Security
Service= CyberArk

CYBERARK PASSWORD ROTATION
OS : LINUX,AIX";TRUE;FALSE;FALSE;"app:CSM_RBD_CYBERARK.PREMIUM.SABA.GTS;env:PRD;role:CPM";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/95740;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Security
Service= DLP

App Name : DATA LOSS PREVENTION CORE TO AGENT FLOW";TRUE;FALSE;FALSE;"env:PRD;role:CORE;app:CSM_GTS_DLP.MAIN.DLP";;;;;;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;8100 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/95738;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Rebound
Service= PAS MDW rebound

App Name : PAS MDW rebound SABA
OS : LINUX AIX";TRUE;FALSE;FALSE;"env:PRD;role:REBOUND;app:CSM_L3.SABA.GTS.REBOUND_SABA.PAS.MDW.MOM.AK687";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX;role:WMQ;role:RABBITMQ";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);22 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/95520;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Rebound
Service= PAS MDW rebound

App Name : PAS MDW rebound SABA
OS : WINDOWS";TRUE;FALSE;FALSE;"env:PRD;role:REBOUND;app:CSM_L3.SABA.GTS.REBOUND_SABA.PAS.MDW.MOM.AK687";;;;;;FALSE;FALSE;"OS:WINDOWS;role:RABBITMQ";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);15671 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/95518;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Security
Service= CyberArk

App Name : CYBERARK PREMIUM MANAGEMENT SERVICES GTS
OS : Linux AIX WINDOWS";TRUE;FALSE;FALSE;"role:PSMP;role:PSM;app:CSM_RBD_CYBERARK.PREMIUM.SABA.GTS;env:PRD";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ALL-BUT-ERADICATE-SVC (IGMP;6064-65535 TCP;5907-5999 TCP;1724-5899 TCP;515-1722 TCP;140-511 TCP;38-138 TCP;24-36 TCP;20 TCP;14-18 TCP;1-12 TCP;1-68 UDP;69-160 UDP;161-176 UDP;178-1700 UDP;1702-65535 UDP;ICMP;22 TCP);21 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89360;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
Service= IDM

App Name : WW-Ecosystem Identity Datamanagement

OS : WINDOWS";TRUE;FALSE;FALSE;"app:APA_IAS_A7314-EID;env:PRD";;;;;;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;135 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89470;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Security
Service= Qualys

App Name : QUALYS TOOLS
OS : WINDOWS / LINUX / AIX

service unity = 749235469";TRUE;FALSE;FALSE;"env:PRD;app:APA_SEC_QUAL;app:CSU_SYS_QUALYS.SCAN_ALL_PRD;app:APA_IAS_QUAL";;;;;;FALSE;FALSE;"OS:WINDOWS;OS:LINUX;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;All Services;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89465;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
Service= NTS

App Name : MS WINDOWS CORE INFRASTRUCTURE
OS : WINDOWS";TRUE;FALSE;FALSE;"app:APA_IAS_NTS;env:PRD";;;;;;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;5986 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89463;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
Service= HMC

App Name : AIX INFRA HMC";TRUE;FALSE;FALSE;"app:CSU_SYS_AIX.INFRA.HMC_EUR_PRD;env:PRD";;;;;;FALSE;FALSE;OS:AIX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;657 UDP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89327;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
Service= Whats

App Name : WHATS
OS : AIX

Service unity : 734775855";FALSE;FALSE;FALSE;"app:APA_IAS_A8654-IIQ;env:PRD";;;;;;FALSE;FALSE;OS:AIX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89323;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Deployment
Service= Puppet
App Name : WW-PuppetAsAService
OS : WINDOWS";TRUE;FALSE;FALSE;"role:CORE;app:CSM_SYS_WW.PUPPET.AAS;env:PRD";;;;;;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);5986 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89467;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Deployment
Service= Puppet

App Name : WW-PuppetAsAService
OS : Linux AIX ";TRUE;FALSE;FALSE;"role:CORE;app:CSM_SYS_WW.PUPPET.AAS;env:PRD";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);22 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88735;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Deployment
Service= Satellite Capsule
App Name : UNIX SERVER / WW UNIX MASTER SERVERS
OS : Linux";TRUE;FALSE;FALSE;"role:CORE;app:CSM_DEP_MASTER.UNIX.SATELLITE.CAPSULES;env:PRD";;;;;;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88729;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= Deployment
Service= Serum

App Name : WW UNIX MASTER SERVERS / SERUM PATCHING
OS : Linux";FALSE;FALSE;FALSE;"app:APA_IAS_WUM;env:PRD";;;;;;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88731;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT= System
Service= SSHKIT
App Name : SSK
OS : Linux AIX 
Service unity=754483548";TRUE;FALSE;FALSE;"app:CSM_SYS_SSHKIT.SSK;env:PRD;role:CORE";;;;;;FALSE;FALSE;"OS:AIX;OS:LINUX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88727;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=System
Service=MARACIAAS

App Name : MARACIAAS
OS : Linux";TRUE;FALSE;FALSE;"app:APA_MCS_AK113;env:PRD";;;;;;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89483;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=System
Service=MARACIAAS

App Name : MARACIAAS
OS : WINDOWS";TRUE;FALSE;FALSE;"role:PROXY;app:CSM_MON_MS.WIN.CORE.INFRA.MARACIAAS;env:PRD";;;;;;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;5986 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/89461;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=System
Service=MARACIAAS

App Name : MARACIAAS
OS : Linux";TRUE;FALSE;FALSE;"role:PROXY;app:CSM_MON_MS.WIN.CORE.INFRA.MARACIAAS;env:PRD";;;;;;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88725;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=Inventory
Service=Marley

App Name : Marley
OS : Linux AIX WINDOWS";TRUE;FALSE;FALSE;"app:APA_MRL_1169;env:PRD";;;;;;FALSE;FALSE;"OS:AIX;OS:WINDOWS;OS:LINUX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP)";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88721;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=Backup
Service=TSM

App Name : FRA-TSM (RBDF)
OS : Linux AIX";TRUE;FALSE;FALSE;"role:CORE;app:CSM_BCK_FRA.TSM.RBDF;env:PRD";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);2010-2600 TCP;3000-3500 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88717;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=Backup
Service=TSM

App Name : FRA-TSM (RBDF)
OS : Linux";TRUE;FALSE;FALSE;"app:APA_IAS_A7367-TSM;env:PRD";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);2010-2600 TCP;3000-3500 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88715;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=Backup
Service=Networker Backup

App Name : FRA-NETWORKER
OS : Linux WINDOWS";TRUE;FALSE;FALSE;"role:CORE;app:CSM_BCK_FRA.NETWORKER;env:PRD";;;;;;FALSE;FALSE;"OS:LINUX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"111 TCP;111 UDP;7937-9936 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88713;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=Monitoring
Service=Nagios

App Name : MON-NAG-SBS
OS : Linux";FALSE;FALSE;FALSE;"app:APA_NGS_341767;env:PRD";;;;;;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);22 TCP;443 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88723;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-IN-v9.2-RS;"Global Rules for INBOUND flows coming from ESSENTIAL Core Infra Services in destination of MANAGED elements.
Scope = ALL
Consumer = CS, CSM, CSD, APA
Provider = APPGROUP_EUR.INFRA.ESSENTIAL-LGA";;TRUE;"CAT=Monitoring
Service=Zabbix

App Name : EMEA-ZABBIX
OS : Linux AIX WINDOWS";TRUE;FALSE;FALSE;"env:PRD;app:APA_IAS_SEL;app:APA_SEL_125475;app:APA_ICR_SEL;app:APA_IAS_AK468-IVK;app:APA_SPV_A7096;app:APA_IAS_AK458-IJW;app:CSU_MON_ZABBIX_ALL;app:CSU_MON_EMEA.ZABBIX_IJW-AK458-PRD.AK458;app:APA_IAS_AK458";;;;;;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;"ICMP (ICMP;IPv6-ICMP);10050 TCP;7011 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9342;/orgs/1/sec_policy/draft/rule_sets/9342/sec_rules/88711;;KEEP
APM_GCR_SRG.BIR-UAT-RS;;"app:APM_GCR_SRG.BIR;env:UAT";TRUE;;TRUE;TRUE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:UAT;role:DB.ORA.GEN1;role:DATABASE";;;;;;FALSE;FALSE;role:DB.ORA.GEN1;;;;;;FALSE;"22 TCP;3872 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9409;/orgs/1/sec_policy/draft/rule_sets/9409/sec_rules/88410;;KEEP
APM_GCR_SRG.BIR-UAT-RS;;"app:APM_GCR_SRG.BIR;env:UAT";TRUE;;TRUE;TRUE;FALSE;"role:BATCH;app:APM_GCR_CLS.CONTROL.BRANCH;env:UAT";;;;;;FALSE;FALSE;role:WMQ;;;;;;FALSE;1416 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9409;/orgs/1/sec_policy/draft/rule_sets/9409/sec_rules/86615;;KEEP
BOUQUETS_EUR.INFRA.VITAL-OUT-v2.3-RS;"Global Rules for OUTBOUND flows in destination of VITAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.VITAL-LGA + ANY) or APPGROUP_EUR.INFRA.VITAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Authentication
Service=IDM
App Name : FRA-IDM-PLT
OS : Linux
service unity = 749235469
Unity Request: 779774293";TRUE;FALSE;FALSE;OS:LINUX;"APPGROUP_VITAL-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"role:DIRECTORY;app:CSM_AUTH_FRA.IDM.PLT;env:PRD";;;;;;FALSE;"88 TCP;88 UDP;389 TCP;389 UDP;443 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9338;/orgs/1/sec_policy/draft/rule_sets/9338/sec_rules/101649;;KEEP
